order_id,date,region/locale,distribution channel,product,age_group,quantity,unit_price,revenue
ORD-100406,2026-02-07,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,22.94,22.94
ORD-100407,2026-11-19,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,2,44.61,89.22
ORD-100408,2026-06-15,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,4,50.43,201.72
ORD-100409,2026-09-01,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,26.95,26.95
ORD-100410,2026-05-16,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,36.79,73.58
ORD-100411,2026-12-22,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,1,24.94,24.94
ORD-100412,2026-03-02,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,1,61.14,61.14
ORD-100413,2027-01-08,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,36.55,36.55
ORD-100414,2026-10-13,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,49.66,99.32
ORD-100415,2026-04-06,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,2,51.8,103.6
ORD-100416,2026-06-15,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,41.24,41.24
ORD-100417,2026-08-04,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,55.76,111.52
ORD-100418,2026-04-01,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,2,58.77,117.54
ORD-100419,2026-02-24,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,3,49.67,149.01
ORD-100420,2027-02-01,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,3,41.53,124.59
ORD-100421,2026-07-14,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,38.48,38.48
ORD-100422,2026-10-23,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,4,23.89,95.56
ORD-100423,2026-07-10,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,3,44.66,133.98
ORD-100424,2026-06-05,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,59.67,59.67
ORD-100425,2026-11-07,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,2,59.57,119.14
ORD-100426,2026-12-23,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,2,25.88,51.76
ORD-100427,2026-08-12,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,1,27.24,27.24
ORD-100428,2026-03-03,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,2,55.27,110.54
ORD-100429,2026-05-30,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,4,22.77,91.08
ORD-100430,2026-10-17,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,1,57.49,57.49
ORD-100431,2026-04-08,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,2,40.35,80.7
ORD-100432,2026-03-11,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,38.72,38.72
ORD-100433,2026-04-26,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,1,23.47,23.47
ORD-100434,2026-07-08,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,38.08,38.08
ORD-100435,2026-07-06,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,27.55,27.55
ORD-100436,2027-01-31,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,2,51.54,103.08
ORD-100437,2026-05-01,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,4,38.99,155.96
ORD-100438,2026-04-13,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,44.04,44.04
ORD-100439,2027-01-18,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,25.0,25.0
ORD-100440,2026-03-06,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,50.53,50.53
ORD-100441,2026-07-20,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,61.15,122.3
ORD-100442,2026-08-15,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,2,40.96,81.92
ORD-100443,2026-06-21,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,28.18,28.18
ORD-100444,2026-11-09,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,25.07,25.07
ORD-100445,2026-05-14,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,23.36,23.36
ORD-100446,2026-08-03,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,60.25,120.5
ORD-100447,2026-08-18,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,41.02,41.02
ORD-100448,2026-09-30,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,22.87,45.74
ORD-100449,2027-01-03,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,4,50.88,203.52
ORD-100450,2026-04-30,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,62.36,62.36
ORD-100451,2027-01-25,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,49.89,49.89
ORD-100452,2026-10-11,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,61.62,61.62
ORD-100453,2026-05-31,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,23.06,23.06
ORD-100454,2026-04-08,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,4,23.76,95.04
ORD-100455,2026-04-14,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,3,26.17,78.51
ORD-100456,2026-03-24,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,1,54.94,54.94
ORD-100457,2026-12-25,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,3,40.37,121.11
ORD-100458,2026-12-12,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,1,61.73,61.73
ORD-100459,2027-01-19,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,24.86,24.86
ORD-100460,2026-12-06,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,22.7,22.7
ORD-100461,2026-07-20,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,5,56.32,281.6
ORD-100462,2027-01-29,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,3,23.05,69.15
ORD-100463,2026-05-19,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,3,49.66,148.98
ORD-100464,2026-09-03,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,3,25.24,75.72
ORD-100465,2026-08-12,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,39.51,39.51
ORD-100466,2026-07-14,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,2,38.95,77.9
ORD-100467,2026-03-11,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,24.85,49.7
ORD-100468,2026-09-09,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,4,26.9,107.6
ORD-100469,2026-03-24,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,1,23.48,23.48
ORD-100470,2026-06-02,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,24.26,24.26
ORD-100471,2026-08-04,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,37.54,37.54
ORD-100472,2026-03-14,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,26.49,26.49
ORD-100473,2027-01-05,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,2,25.44,50.88
ORD-100474,2026-06-15,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,55.63,111.26
ORD-100475,2027-01-23,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,3,37.51,112.53
ORD-100476,2026-03-04,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,23.92,23.92
ORD-100477,2026-10-02,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,2,58.95,117.9
ORD-100478,2026-10-16,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,3,26.96,80.88
ORD-100479,2026-09-18,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,3,51.53,154.59
ORD-100480,2026-12-19,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,2,25.22,50.44
ORD-100481,2026-03-07,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,2,62.07,124.14
ORD-100482,2027-01-25,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,61.51,61.51
ORD-100483,2026-04-17,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,2,55.2,110.4
ORD-100484,2026-11-02,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,53.43,53.43
ORD-100485,2026-11-20,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,1,42.55,42.55
ORD-100486,2026-08-25,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,26.76,26.76
ORD-100487,2026-08-10,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,2,45.21,90.42
ORD-100488,2026-05-28,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,3,45.72,137.16
ORD-100489,2026-12-28,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,55.23,55.23
ORD-100490,2026-10-22,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,44.21,44.21
ORD-100491,2026-10-27,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,1,25.02,25.02
ORD-100492,2026-02-17,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,2,22.86,45.72
ORD-100493,2026-09-26,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,39.68,39.68
ORD-100494,2026-10-01,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,2,55.63,111.26
ORD-100495,2026-06-13,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,3,44.38,133.14
ORD-100496,2026-05-21,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,61.24,122.48
ORD-100497,2026-08-29,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,2,53.2,106.4
ORD-100498,2026-02-05,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,3,57.77,173.31
ORD-100499,2026-07-29,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,54.68,54.68
